Building Name,District Name,County,"City, State, Zip Code",Performance Index Score 2015-16,City,State,Zip Code,Code+4
Trotwood-Madison Middle School,Trotwood-Madison City,Montgomery,"Trotwood, OH, 45426-3706",47.592,Trotwood, OH, 45426,3706
Cincinnati Learning Schools,Cincinnati Learning Schools,Hamilton,"Cincinnati, OH, 45224-3101",44.200,Cincinnati, OH, 45224,3101
"Albert Einstein Academy for Letters, Arts and Sciences-Ohio",North Central Ohio ESC,Seneca,"Westlake, OH, 44145-6314",80.169,Westlake, OH, 44145,6314
ESTHER DENNIS MIDDLE SCHOOL,Northridge Local,Montgomery,"Dayton, OH, 45414-3945",64.887,Dayton, OH, 45414,3945
Rise & Shine Academy,North Central Ohio ESC,Seneca,"Toledo, OH, 43608-1852",57.368,Toledo, OH, 43608,1852
Walter Kidder Elementary School,Brunswick City,Medina,"Brunswick, OH, 44212-1804",94.037,Brunswick, OH, 44212,1804
Graham High School,Graham Local,Champaign,"Saint Paris, OH, 43072-9496",66.441,Saint Paris, OH, 43072,9496
Graham Elementary School,Graham Local,Champaign,"Saint Paris, OH, 43072-9367",79.273,Saint Paris, OH, 43072,9367
Smith Middle School,Vandalia-Butler City,Montgomery,"Dayton, OH, 45414-2454",98.727,Dayton, OH, 45414,2454
Chapelside Cleveland Academy,Chapelside Cleveland Academy,Cuyahoga,"Cleveland, OH, 44120-4661",48.447,Cleveland, OH, 44120,4661
University Academy,University Academy,Summit,"Akron, OH, 44306-1328",45.105,Akron, OH, 44306,1328
Winton Preparatory Academy,Winton Preparatory Academy,Hamilton,"Cincinnati, OH, 45232-1501",52.895,Cincinnati, OH, 45232,1501
Lincoln Park Academy,Lincoln Park Academy,Cuyahoga,"Cleveland, OH, 44109-1275",43.937,Cleveland, OH, 44109,1275
Main Preparatory Academy,Main Preparatory Academy,Summit,"Akron, OH, 44301-1517",53.373,Akron, OH, 44301,1517
Otsego Elementary School,Otsego Local,Wood,"Bowling Green, OH, 43402-0290",89.456,Bowling Green, OH, 43402,0290
Insight School of Ohio,Insight School of Ohio,Franklin,"Columbus, OH, 43219-2284",56.132,Columbus, OH, 43219,2284
Grand Valley Middle School,Grand Valley Local,Ashtabula,"Orwell, OH, 44076-9420",79.628,Orwell, OH, 44076,9420
Indian Creek Middle School Grades 5 & 6,Indian Creek Local,Jefferson,"Mingo Junction, OH, 43938-2508",77.870,Mingo Junction, OH, 43938,2508
Berwyn East Academy,North Central Ohio ESC,Seneca,"Columbus, OH, 43227-3374",56.614,Columbus, OH, 43227,3374
Hope Learning Academy of Toledo,North Central Ohio ESC,Seneca,"Toledo, OH, 43606-1938",50.971,Toledo, OH, 43606,1938
Grand Valley High School,Grand Valley Local,Ashtabula,"Orwell, OH, 44076-9420",70.769,Orwell, OH, 44076,9420
Lawrence County Academy,Lawrence County ESC,Lawrence,"Chesapeake, OH, 45619-7962",48.182,Chesapeake, OH, 45619,7962
Grandview Heights High School,Grandview Heights Schools,Franklin,"Columbus, OH, 43212-2825",97.435,Columbus, OH, 43212,2825
Larson Middle School,Grandview Heights Schools,Franklin,"Columbus, OH, 43212-3317",101.611,Columbus, OH, 43212,3317
Imagine Leadership Academy,North Central Ohio ESC,Seneca,"Akron, OH, 44320-3826",57.965,Akron, OH, 44320,3826
Imagine Columbus Primary School,North Central Ohio ESC,Seneca,"Columbus, OH, 43229-6612",59.017,Columbus, OH, 43229,6612
Grant Elementary School,Lakewood City,Cuyahoga,"Lakewood, OH, 44107-2209",92.962,Lakewood, OH, 44107,2209
East Preparatory Academy,East Preparatory Academy,Cuyahoga,"Cleveland, OH, 44103-1129",55.556,Cleveland, OH, 44103,1129
Provost Academy Ohio,Provost Academy Ohio,Franklin,"Columbus, OH, 43215-7037",NC,Columbus, OH, 43215,7037
Dayton SMART Elementary School,Dayton SMART Elementary School,Montgomery,"Dayton, OH, 45410-1168",57.500,Dayton, OH, 45410,1168
Grant Elementary School,Willoughby-Eastlake City,Lake,"Willoughby, OH, 44094-6580",83.271,Willoughby, OH, 44094,6580
East Academy,East Academy,Cuyahoga,"Cleveland, OH, 44110-3105",57.000,Cleveland, OH, 44110,3105
Discovery Academy,Discovery Academy,Lucas,"Toledo, OH, 43606-3452",55.746,Toledo, OH, 43606,3452
West Park Academy,West Park Academy,Cuyahoga,"Cleveland, OH, 44135-3761",46.817,Cleveland, OH, 44135,3761
Watkins Academy,Watkins Academy,Montgomery,"Dayton, OH, 45417-5903",46.098,Dayton, OH, 45417,5903
Bio-Med Science Academy STEM School,Bio-Med Science Academy STEM School,Portage,"Rootstown, OH, 44272-9698",100.913,Rootstown, OH, 44272,9698
Granville Elementary School,Granville Exempted Village,Licking,"Granville, OH, 43023-1395",100.032,Granville, OH, 43023,1395
Ford Intermediate School,Berea City,Cuyahoga,"Brook Park, OH, 44142-3523",80.765,Brook Park, OH, 44142,3523
Granville High School,Granville Exempted Village,Licking,"Granville, OH, 43023-1043",103.412,Granville, OH, 43023,1043
Eisenhower Intermediate School,Oregon City,Lucas,"Oregon, OH, 43616",90.302,Oregon, OH, 43616,
Canton City Early College Academy,Canton City,Stark,"Canton, OH, 44710-2143",78.675,Canton, OH, 44710,2143
Elgin Middle School,Elgin Local,Marion,"Marion, OH, 43302-8860",78.782,Marion, OH, 43302,8860
Green Elementary School,Logan-Hocking Local,Hocking,"Logan, OH, 43138-8971",93.206,Logan, OH, 43138,8971
Green Elementary School,Gallipolis City,Gallia,"Gallipolis, OH, 45631-9001",95.801,Gallipolis, OH, 45631,9001
Green Elementary School,Green Local,Scioto,"Franklin Furnace, OH, 45629-8738",73.629,Franklin Furnace, OH, 45629,8738
Green High School,Green Local,Summit,"Green, OH, 44232-0218",91.636,Green, OH, 44232,0218
Green High School,Green Local,Scioto,"Franklin Furnace, OH, 45629-8811",72.217,Franklin Furnace, OH, 45629,8811
Green Springs Elementary School,Clyde-Green Springs Exempted Village,Sandusky,"Green Springs, OH, 44836-9601",92.945,Green Springs, OH, 44836,9601
Green Valley Elementary School,Parma City,Cuyahoga,"Parma, OH, 44134-6518",94.681,Parma, OH, 44134,6518
Greenbriar Middle School,Parma City,Cuyahoga,"Parma, OH, 44130-2247",76.330,Parma, OH, 44130,2247
Green Middle School,Green Local,Wayne,"Smithville, OH, 44677",88.101,Smithville, OH, 44677,
United Preparatory Academy,United Preparatory Academy,Franklin,"Columbus, OH, 43215-1310",NC,Columbus, OH, 43215,1310
Greeneview Middle School,Greeneview Local,Greene,"Jamestown, OH, 45335-1522",80.888,Jamestown, OH, 45335,1522
Greeneview High School,Greeneview Local,Greene,"Jamestown, OH, 45335-1518",76.982,Jamestown, OH, 45335,1518
Greenfield Elementary School,Greenfield Exempted Village,Highland,"Greenfield, OH, 45123-1373",77.795,Greenfield, OH, 45123,1373
South Range Middle School,South Range Local,Mahoning,"Canfield, OH, 44406-9405",95.378,Canfield, OH, 44406,9405
Winton Woods Middle School,Winton Woods City,Hamilton,"Cincinnati, OH, 45218-1422",60.399,Cincinnati, OH, 45218,1422
Greenmont Elementary School,Kettering City School District,Montgomery,"Kettering, OH, 45420-2955",84.594,Kettering, OH, 45420,2955
Greenon High School,Greenon Local,Clark,"Springfield, OH, 45502-9700",74.051,Springfield, OH, 45502,9700
Greensview Elementary School,Upper Arlington City,Franklin,"Upper Arlington, OH, 43220-3970",108.584,Upper Arlington, OH, 43220,3970
Greentown Intermediate School,North Canton City,Stark,"North Canton, OH, 44720-4548",101.196,North Canton, OH, 44720,4548
Greenview Upper Elementary School,South Euclid-Lyndhurst City,Cuyahoga,"South Euclid, OH, 44121-4211",77.261,South Euclid, OH, 44121,4211
Greenville Senior High School,Greenville City,Darke,"Greenville, OH, 45331-2383",71.935,Greenville, OH, 45331,2383
Greenville Junior High School,Greenville City,Darke,"Greenville, OH, 45331-1466",79.693,Greenville, OH, 45331,1466
Greenwood Early Learning Center,Green Local,Summit,"Green, OH, 44232-0218",NC,Green, OH, 44232,0218
Grill Elementary School,Norton City,Summit,"Clinton, OH, 44216-9328",91.006,Clinton, OH, 44216,9328
Mechanicsburg Middle School,Mechanicsburg Exempted Village,Champaign,"Mechanicsburg, OH, 43044-1003",94.610,Mechanicsburg, OH, 43044,1003
Grove Patterson Academy Elementary School,Toledo City,Lucas,"Toledo, OH, 43606-1705",86.298,Toledo, OH, 43606,1705
Marysville STEM Early College High School,Marysville Exempted Village,Union,"Marysville, OH, 43040-1056",96.333,Marysville, OH, 43040,1056
Groveport Elementary School,Groveport Madison Local,Franklin,"Groveport, OH, 43125-1423",85.166,Groveport, OH, 43125,1423
Groveport Madison High School,Groveport Madison Local,Franklin,"Groveport, OH, 43125-9333",59.187,Groveport, OH, 43125,9333
Groveport Madison Middle School Central,Groveport Madison Local,Franklin,"Groveport, OH, 43125-1423",71.852,Groveport, OH, 43125,1423
Grover Hill Elementary School,Wayne Trace Local,Paulding,"Grover Hill, OH, 45849-0125",97.657,Grover Hill, OH, 45849,0125
Gurney Elementary School,Chagrin Falls Exempted Village,Cuyahoga,"Chagrin Falls, OH, 44022-4182",104.508,Chagrin Falls, OH, 44022,4182
Badger Elementary School,Joseph Badger Local,Trumbull,"Kinsman, OH, 44428-9788",90.069,Kinsman, OH, 44428,9788
William S Guy Middle School,Liberty Local,Trumbull,"Youngstown, OH, 44505-1353",79.173,Youngstown, OH, 44505,1353
Clyde C Hadden Elementary School,Riverside Local,Lake,"Painesville, OH, 44077-1412",94.379,Painesville, OH, 44077,1412
Buckeye Preparatory Academy,Buckeye Preparatory Academy,Franklin,"Columbus, OH, 43205-2933",43.313,Columbus, OH, 43205,2933
Utica Shale Academy of Ohio,Jefferson County ESC,Jefferson,"Salineville, OH, 43945-9726",51.429,Salineville, OH, 43945,9726
Hale Road Elementary School,Riverside Local,Lake,"Painesville, OH, 44077-4870",89.168,Painesville, OH, 44077,4870
REACH Academy,REACH Academy,Lucas,"Toledo, OH, 43605-1412",49.815,Toledo, OH, 43605,1412
Hambden Elementary School,Chardon Local,Geauga,"Chardon, OH, 44024-9251",104.974,Chardon, OH, 44024,9251
Toledo SMART Elementary School,Toledo SMART Elementary School,Lucas,"Toledo, OH, 43609-2069",30.000,Toledo, OH, 43609,2069
Metro Institute of Technology,Metro Institute of Technology,Franklin,"Columbus, OH, 43215-5507",84.748,Columbus, OH, 43215,5507
South Elementary,Vinton County Local,Vinton,"Hamden, OH, 45634-8710",80.657,Hamden, OH, 45634,8710
Hamersville Elementary School,Western Brown Local,Brown,"Hamersville, OH, 45130-0205",82.294,Hamersville, OH, 45130,0205
Hamilton STEM Academy (K-6),Columbus City,Franklin,"Columbus, OH, 43211-2115",53.899,Columbus, OH, 43211,2115
T2 Honors Academy,T2 Honors Academy,Cuyahoga,"Warrensville Heights, OH, 44128-4236",50.914,Warrensville Heights, OH, 44128,4236
Hamilton Elementary School,Hamilton Local,Franklin,"Columbus, OH, 43207-4737",93.607,Columbus, OH, 43207,4737
Norwood Conversion Community School,Norwood City,Hamilton,"Norwood, OH, 45212-3806",NC,Norwood, OH, 45212,3806
Lakeshore Intergenerational School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44119-2615",79.583,Cleveland, OH, 44119,2615
Cleveland High School for the Digital Arts,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44114-1137",48.039,Cleveland, OH, 44114,1137
PACT @ JFK,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44128-7050",42.599,Cleveland, OH, 44128,7050
Bard Early College Cleveland,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44135-1650",72.918,Cleveland, OH, 44135,1650
Steel Academy,Steel Academy,Summit,"Akron, OH, 44310-2656",NC,Akron, OH, 44310,2656
Cincinnati Generation Academy,Cincinnati Generation Academy,Hamilton,"Denver, CO, 80203",41.847,Denver, CO, 80203,
Leverette Elementary School,Toledo City,Lucas,"Toledo, OH, 43608-1268",42.787,Toledo, OH, 43608,1268
Valley STEM+ME2 Academy,Valley STEM+ME2 Academy,Mahoning,"Canfield, OH, 44406-7011",NC,Canfield, OH, 44406,7011
Hamilton Township High School,Hamilton Local,Franklin,"Columbus, OH, 43207-4742",81.720,Columbus, OH, 43207,4742
Hamilton-Maineville Elementary School,Little Miami Local,Warren,"Maineville, OH, 45039-9644",NC,Maineville, OH, 45039,9644
Hanby Building Elementary School,Westerville City,Franklin,"Westerville, OH, 43081-2136",90.890,Westerville, OH, 43081,2136
Rosa Parks Early Learning Center,Dayton City,Montgomery,"Dayton, OH, 45406-3552",NC,Dayton, OH, 45406,3552
E3agle Academy,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44128-7050",39.364,Cleveland, OH, 44128,7050
Hancock Elementary School,Sandusky City,Erie,"Sandusky, OH, 44870-4944",62.350,Sandusky, OH, 44870,4944
Hannah Gibbons-Nottingham Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44110-2813",46.384,Cleveland, OH, 44110,2813
Hannan Trace Elementary School,Gallia County Local,Gallia,"Crown City, OH, 45623-9270",89.830,Crown City, OH, 45623,9270
South Gallia High School,Gallia County Local,Gallia,"Crown City, OH, 45623-8000",64.901,Crown City, OH, 45623,8000
River Elementary School,Switzerland of Ohio Local,Monroe,"Hannibal, OH, 43931-0056",73.601,Hannibal, OH, 43931,0056
Harter Elementary School,Canton City,Stark,"Canton, OH, 44708-5636",NC,Canton, OH, 44708,5636
Kenton Elementary School,Kenton City,Hardin,"Kenton, OH, 43326-1679",87.987,Kenton, OH, 43326,1679
School of Innovation,Willoughby-Eastlake City,Lake,"Willoughby, OH, 44094-8446",NC,Willoughby, OH, 44094,8446
New Albany 2 - 8 Learning Facility,New Albany-Plain Local,Franklin,"New, OH, 43054-2500",100.104,New, OH, 43054,2500
Hardin Houston Elementary School,Hardin-Houston Local,Shelby,"Houston, OH, 45333-8630",92.059,Houston, OH, 45333,8630
Woodmore Middle School,Woodmore Local,Sandusky,"Woodville, OH, 43469-1071",92.193,Woodville, OH, 43469,1071
Houston High School,Hardin-Houston Local,Shelby,"Houston, OH, 45333-8630",81.906,Houston, OH, 45333,8630
Hardin Northern Elementary School,Hardin Northern Local,Hardin,"Dola, OH, 45835-9706",85.718,Dola, OH, 45835,9706
Hardin Northern High School,Hardin Northern Local,Hardin,"Dola, OH, 45835-9706",72.069,Dola, OH, 45835,9706
Harding Middle School,Steubenville City,Jefferson,"Steubenville, OH, 43952-1381",93.177,Steubenville, OH, 43952,1381
East Portsmouth Elementary,Portsmouth City,Scioto,"Sciotoville, OH, 45662-5453",72.222,Sciotoville, OH, 45662,5453
Harding Elementary School,Youngstown City,Mahoning,"Youngstown, OH, 44504-1809",57.367,Youngstown, OH, 44504,1809
Harding High School,Marion City,Marion,"Marion, OH, 43302-4523",56.569,Marion, OH, 43302,4523
Warren G Harding High School,Warren City,Trumbull,"Warren, OH, 44483-5109",57.246,Warren, OH, 44483,5109
Zenith Academy West,Zenith Academy West,Franklin,"Columbus, OH, 43204-1213",54.293,Columbus, OH, 43204,1213
Clark Preparatory Academy,Clark Preparatory Academy,Clark,"Springfield, OH, 45506-2101",48.056,Springfield, OH, 45506,2101
Foxfire East Academy,Rolling Hills Local,Guernsey,"Cambridge, OH, 43725-8909",NC,Cambridge, OH, 43725,8909
Stonebrook Montessori,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44108-2970",NC,Cleveland, OH, 44108,2970
Ohio Valley Energy Technology Academy,Buckeye Local,Jefferson,"Rayland, OH, 43943-7847",48.596,Rayland, OH, 43943,7847
Harlan-Butlerville Elementary School,Little Miami Local,Warren,"Blanchester, OH, 45107-9354",NC,Blanchester, OH, 45107,9354
Citizens Academy Southeast,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44128-1736",NC,Cleveland, OH, 44128,1736
Harman Elementary School,Oakwood City,Montgomery,"Dayton, OH, 45419-3850",108.540,Dayton, OH, 45419,3850
Harmar Elementary School,Marietta City,Washington,"Marietta, OH, 45750-2823",84.950,Marietta, OH, 45750,2823
Miller Elementary School,Aurora City,Portage,"Aurora, OH, 44202-7815",NC,Aurora, OH, 44202,7815
Ledgemont Elementary,Berkshire Local,Geauga,"Thompson, OH, 44086-9737",79.709,Thompson, OH, 44086,9737
iSTEM Geauga Early College High School,iSTEM Geauga Early College High School,Lake,"Concord, OH, 44077-9179",93.333,Concord, OH, 44077,9179
Harris Elementary School,Akron City,Summit,"Akron, OH, 44310-2011",60.769,Akron, OH, 44310,2011
Harrison Elementary School,Southwest Local,Hamilton,"Harrison, OH, 45030-1323",93.338,Harrison, OH, 45030,1323
Riverview Elementary School,Hamilton City,Butler,"Hamilton, OH, 45011-3167",65.360,Hamilton, OH, 45011,3167
Findlay Learning Center,Findlay City,Hancock,"Findlay, OH, 45840-2651",57.308,Findlay, OH, 45840,2651
Virginia Stevenson Elementary School,Mad River Local,Montgomery,"Dayton, OH, 45431-1238",78.384,Dayton, OH, 45431,1238
Hartford Middle School,Canton City,Stark,"Canton, OH, 44707-3012",55.912,Canton, OH, 44707,3012
Hartville Elementary School,Lake Local,Stark,"Hartville, OH, 44632-8843",102.582,Hartville, OH, 44632,8843
Hartwell Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45216-1321",70.249,Cincinnati, OH, 45216,1321
Harvard Elementary School,Toledo City,Lucas,"Toledo, OH, 43614-2919",66.401,Toledo, OH, 43614,2919
Harvey High School,Painesville City Local,Lake,"Painesville, OH, 44077-2928",57.463,Painesville, OH, 44077,2928
Harvey Rice Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44120-1130",41.807,Cleveland, OH, 44120,1130
John Marshall School of Engineering,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44111-4974",49.780,Cleveland, OH, 44111,4974
John Marshall School of Business and Civic Leadership,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44111-4974",52.055,Cleveland, OH, 44111,4974
John Marshall School of Information Technology,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44111-4974",54.545,Cleveland, OH, 44111,4974
Hastings Middle School,Upper Arlington City,Franklin,"Upper Arlington, OH, 43220-4809",96.971,Upper Arlington, OH, 43220,4809
Hatton CLC,Akron City,Summit,"Akron, OH, 44312-2127",85.810,Akron, OH, 44312,2127
Hawkins Elementary School,Toledo City,Lucas,"Toledo, OH, 43615-2826",65.575,Toledo, OH, 43615,2826
Hawthorne Elementary School,Westerville City,Franklin,"Columbus, OH, 43231-4044",83.603,Columbus, OH, 43231,4044
Hayes Elementary School,Fremont City,Sandusky,"Fremont, OH, 43420-2815",86.985,Fremont, OH, 43420,2815
Beacon Academy,Beacon Academy,Stark,"Canton, OH, 44706-5200",NC,Canton, OH, 44706,5200
Bridge Gate Community School,Bridge Gate Community School,Franklin,"Columbus, OH, 43228-5102",NC,Columbus, OH, 43228,5102
East Branch Preparatory AcademydbaWright Preparatory Academy,East Branch Preparatory AcademydbaWright Preparatory Academy,Stark,"Canton, OH, 44705-1956",NC,Canton, OH, 44705,1956
Hillsdale Elementary School,Hillsdale Local,Ashland,"Hayesville, OH, 44838",96.656,Hayesville, OH, 44838,
Village Preparatory School Willard,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44102-3706",NC,Cleveland, OH, 44102,3706
Northgate Intermediate,Columbus City,Franklin,"Columbus, OH, 43229-7019",NC,Columbus, OH, 43229,7019
Allen East Middle School,Allen East Local,Allen,"Harrod, OH, 45850-9485",NC,Harrod, OH, 45850,9485
Southview Middle School,Lorain City,Lorain,"Lorain, OH, 44055-3516",NC,Lorain, OH, 44055,3516
Hayward Middle School,Springfield City School District,Clark,"Springfield, OH, 45505-4008",59.341,Springfield, OH, 45505,4008
iLEAD Spring Meadows,iLEAD Spring Meadows,Lucas,"Holland, OH, 43528-8304",NC,Holland, OH, 43528,8304
Global Ambassadors Language Academy,Global Ambassadors Language Academy,Cuyahoga,"Cleveland, OH, 44111-3432",NC,Cleveland, OH, 44111,3432
Westwood Preparatory Academy,Westwood Preparatory Academy,Franklin,"Columbus, OH, 43222",NC,Columbus, OH, 43222,
Hazel Harvey Elementary School,Chippewa Local,Wayne,"Doylestown, OH, 44230-1204",106.646,Doylestown, OH, 44230,1204
Springmill STEM Elementary,Mansfield City,Richland,"Mansfield, OH, 44906-1544",NC,Mansfield, OH, 44906,1544
